Course Title Code,Student ID,Level / Semester,Department,Course Code,Score,Lecturer ID
12,CHE / 1087,100 / 2nd,CHEMISTRY,CHE 1212,66,ST / CHE / 117
12,CHE / 1088,100 / 2nd,CHEMISTRY,CHE 1212,76,ST / CHE / 117
12,CHE / 1089,100 / 2nd,CHEMISTRY,CHE 1212,56,ST / CHE / 117
12,CHE / 1090,100 / 2nd,CHEMISTRY,CHE 1212,43,ST / CHE / 117
12,CHE / 1091,100 / 2nd,CHEMISTRY,CHE 1212,86,ST / CHE / 117
12,CHE / 1092,100 / 2nd,CHEMISTRY,CHE 1212,56,ST / CHE / 117
12,CHE / 1093,100 / 2nd,CHEMISTRY,CHE 1212,48,ST / CHE / 117
12,CHE / 1094,100 / 2nd,CHEMISTRY,CHE 1212,57,ST / CHE / 117
12,CHE / 1095,100 / 2nd,CHEMISTRY,CHE 1212,86,ST / CHE / 117
12,CHE / 1096,100 / 2nd,CHEMISTRY,CHE 1212,48,ST / CHE / 117
12,CHE / 1097,100 / 2nd,CHEMISTRY,CHE 1212,54,ST / CHE / 117
12,CHE / 1098,100 / 2nd,CHEMISTRY,CHE 1212,94,ST / CHE / 117
12,CHE / 1099,100 / 2nd,CHEMISTRY,CHE 1212,83,ST / CHE / 117
12,CHE / 1100,100 / 2nd,CHEMISTRY,CHE 1212,63,ST / CHE / 117
13,CHE / 1001,200 / 1st,CHEMISTRY,CHE 1313,76,ST / CHE / 118
13,CHE / 1002,200 / 1st,CHEMISTRY,CHE 1313,77,ST / CHE / 118
13,CHE / 1003,200 / 1st,CHEMISTRY,CHE 1313,40,ST / CHE / 118
13,CHE / 1004,200 / 1st,CHEMISTRY,CHE 1313,56,ST / CHE / 118
13,CHE / 1005,200 / 1st,CHEMISTRY,CHE 1313,45,ST / CHE / 118
13,CHE / 1006,200 / 1st,CHEMISTRY,CHE 1313,48,ST / CHE / 118
13,CHE / 1007,200 / 1st,CHEMISTRY,CHE 1313,87,ST / CHE / 118
13,CHE / 1008,200 / 1st,CHEMISTRY,CHE 1313,45,ST / CHE / 118
13,CHE / 1009,200 / 1st,CHEMISTRY,CHE 1313,53,ST / CHE / 118
13,CHE / 1010,200 / 1st,CHEMISTRY,CHE 1313,85,ST / CHE / 118
13,CHE / 1011,200 / 1st,CHEMISTRY,CHE 1313,40,ST / CHE / 118
13,CHE / 1012,200 / 1st,CHEMISTRY,CHE 1313,43,ST / CHE / 118
13,CHE / 1013,200 / 1st,CHEMISTRY,CHE 1313,44,ST / CHE / 118
13,CHE / 1014,200 / 1st,CHEMISTRY,CHE 1313,57,ST / CHE / 118
13,CHE / 1015,200 / 1st,CHEMISTRY,CHE 1313,44,ST / CHE / 118
13,CHE / 1016,200 / 1st,CHEMISTRY,CHE 1313,65,ST / CHE / 118
13,CHE / 1017,200 / 1st,CHEMISTRY,CHE 1313,63,ST / CHE / 118
13,CHE / 1018,200 / 1st,CHEMISTRY,CHE 1313,82,ST / CHE / 118
13,CHE / 1019,200 / 1st,CHEMISTRY,CHE 1313,57,ST / CHE / 118
13,CHE / 1020,200 / 1st,CHEMISTRY,CHE 1313,47,ST / CHE / 118
13,CHE / 1021,200 / 1st,CHEMISTRY,CHE 1313,55,ST / CHE / 118
13,CHE / 1022,200 / 1st,CHEMISTRY,CHE 1313,72,ST / CHE / 118
13,CHE / 1023,200 / 1st,CHEMISTRY,CHE 1313,56,ST / CHE / 118
13,CHE / 1024,200 / 1st,CHEMISTRY,CHE 1313,80,ST / CHE / 118
13,CHE / 1025,200 / 1st,CHEMISTRY,CHE 1313,52,ST / CHE / 118
13,CHE / 1026,200 / 1st,CHEMISTRY,CHE 1313,72,ST / CHE / 118
13,CHE / 1027,200 / 1st,CHEMISTRY,CHE 1313,41,ST / CHE / 118
13,CHE / 1028,200 / 1st,CHEMISTRY,CHE 1313,54,ST / CHE / 118
13,CHE / 1029,200 / 1st,CHEMISTRY,CHE 1313,49,ST / CHE / 118
13,CHE / 1030,200 / 1st,CHEMISTRY,CHE 1313,64,ST / CHE / 118
13,CHE / 1031,200 / 1st,CHEMISTRY,CHE 1313,44,ST / CHE / 118
13,CHE / 1032,200 / 1st,CHEMISTRY,CHE 1313,58,ST / CHE / 118
13,CHE / 1033,200 / 1st,CHEMISTRY,CHE 1313,87,ST / CHE / 118
13,CHE / 1034,200 / 1st,CHEMISTRY,CHE 1313,97,ST / CHE / 118
13,CHE / 1035,200 / 1st,CHEMISTRY,CHE 1313,71,ST / CHE / 118
13,CHE / 1036,200 / 1st,CHEMISTRY,CHE 1313,49,ST / CHE / 118
13,CHE / 1037,200 / 1st,CHEMISTRY,CHE 1313,65,ST / CHE / 118
13,CHE / 1038,200 / 1st,CHEMISTRY,CHE 1313,57,ST / CHE / 118
13,CHE / 1039,200 / 1st,CHEMISTRY,CHE 1313,44,ST / CHE / 118
13,CHE / 1040,200 / 1st,CHEMISTRY,CHE 1313,88,ST / CHE / 118
13,CHE / 1041,200 / 1st,CHEMISTRY,CHE 1313,46,ST / CHE / 118
13,CHE / 1042,200 / 1st,CHEMISTRY,CHE 1313,65,ST / CHE / 118
13,CHE / 1043,200 / 1st,CHEMISTRY,CHE 1313,46,ST / CHE / 118
13,CHE / 1044,200 / 1st,CHEMISTRY,CHE 1313,51,ST / CHE / 118
13,CHE / 1045,200 / 1st,CHEMISTRY,CHE 1313,65,ST / CHE / 118
13,CHE / 1046,200 / 1st,CHEMISTRY,CHE 1313,34,ST / CHE / 118
13,CHE / 1047,200 / 1st,CHEMISTRY,CHE 1313,93,ST / CHE / 118
13,CHE / 1048,200 / 1st,CHEMISTRY,CHE 1313,57,ST / CHE / 118
13,CHE / 1049,200 / 1st,CHEMISTRY,CHE 1313,92,ST / CHE / 118
13,CHE / 1050,200 / 1st,CHEMISTRY,CHE 1313,88,ST / CHE / 118
13,CHE / 1051,200 / 1st,CHEMISTRY,CHE 1313,68,ST / CHE / 118
13,CHE / 1052,200 / 1st,CHEMISTRY,CHE 1313,81,ST / CHE / 118
13,CHE / 1053,200 / 1st,CHEMISTRY,CHE 1313,65,ST / CHE / 118
13,CHE / 1054,200 / 1st,CHEMISTRY,CHE 1313,41,ST / CHE / 118
13,CHE / 1055,200 / 1st,CHEMISTRY,CHE 1313,85,ST / CHE / 118
13,CHE / 1056,200 / 1st,CHEMISTRY,CHE 1313,63,ST / CHE / 118
13,CHE / 1057,200 / 1st,CHEMISTRY,CHE 1313,46,ST / CHE / 118
13,CHE / 1058,200 / 1st,CHEMISTRY,CHE 1313,89,ST / CHE / 118
13,CHE / 1059,200 / 1st,CHEMISTRY,CHE 1313,27,ST / CHE / 118
13,CHE / 1060,200 / 1st,CHEMISTRY,CHE 1313,35,ST / CHE / 118
13,CHE / 1061,200 / 1st,CHEMISTRY,CHE 1313,69,ST / CHE / 118
13,CHE / 1062,200 / 1st,CHEMISTRY,CHE 1313,46,ST / CHE / 118
13,CHE / 1063,200 / 1st,CHEMISTRY,CHE 1313,56,ST / CHE / 118
13,CHE / 1064,200 / 1st,CHEMISTRY,CHE 1313,93,ST / CHE / 118
13,CHE / 1065,200 / 1st,CHEMISTRY,CHE 1313,63,ST / CHE / 118
13,CHE / 1066,200 / 1st,CHEMISTRY,CHE 1313,74,ST / CHE / 118
13,CHE / 1067,200 / 1st,CHEMISTRY,CHE 1313,73,ST / CHE / 118
13,CHE / 1068,200 / 1st,CHEMISTRY,CHE 1313,65,ST / CHE / 118
13,CHE / 1069,200 / 1st,CHEMISTRY,CHE 1313,47,ST / CHE / 118
13,CHE / 1070,200 / 1st,CHEMISTRY,CHE 1313,42,ST / CHE / 118
13,CHE / 1071,200 / 1st,CHEMISTRY,CHE 1313,85,ST / CHE / 118
13,CHE / 1072,200 / 1st,CHEMISTRY,CHE 1313,41,ST / CHE / 118
13,CHE / 1073,200 / 1st,CHEMISTRY,CHE 1313,62,ST / CHE / 118
13,CHE / 1074,200 / 1st,CHEMISTRY,CHE 1313,79,ST / CHE / 118
13,CHE / 1075,200 / 1st,CHEMISTRY,CHE 1313,62,ST / CHE / 118
13,CHE / 1076,200 / 1st,CHEMISTRY,CHE 1313,41,ST / CHE / 118
13,CHE / 1077,200 / 1st,CHEMISTRY,CHE 1313,47,ST / CHE / 118
13,CHE / 1078,200 / 1st,CHEMISTRY,CHE 1313,42,ST / CHE / 118
13,CHE / 1079,200 / 1st,CHEMISTRY,CHE 1313,22,ST / CHE / 118
13,CHE / 1080,200 / 1st,CHEMISTRY,CHE 1313,58,ST / CHE / 118
13,CHE / 1081,200 / 1st,CHEMISTRY,CHE 1313,91,ST / CHE / 118
13,CHE / 1082,200 / 1st,CHEMISTRY,CHE 1313,65,ST / CHE / 118
13,CHE / 1083,200 / 1st,CHEMISTRY,CHE 1313,79,ST / CHE / 118
13,CHE / 1084,200 / 1st,CHEMISTRY,CHE 1313,81,ST / CHE / 118
13,CHE / 1085,200 / 1st,CHEMISTRY,CHE 1313,44,ST / CHE / 118
13,CHE / 1086,200 / 1st,CHEMISTRY,CHE 1313,71,ST / CHE / 118
13,CHE / 1087,200 / 1st,CHEMISTRY,CHE 1313,85,ST / CHE / 118
13,CHE / 1088,200 / 1st,CHEMISTRY,CHE 1313,95,ST / CHE / 118
13,CHE / 1089,200 / 1st,CHEMISTRY,CHE 1313,44,ST / CHE / 118
13,CHE / 1090,200 / 1st,CHEMISTRY,CHE 1313,67,ST / CHE / 118
13,CHE / 1091,200 / 1st,CHEMISTRY,CHE 1313,52,ST / CHE / 118
13,CHE / 1092,200 / 1st,CHEMISTRY,CHE 1313,42,ST / CHE / 118
13,CHE / 1093,200 / 1st,CHEMISTRY,CHE 1313,69,ST / CHE / 118
13,CHE / 1094,200 / 1st,CHEMISTRY,CHE 1313,55,ST / CHE / 118
13,CHE / 1095,200 / 1st,CHEMISTRY,CHE 1313,53,ST / CHE / 118
13,CHE / 1096,200 / 1st,CHEMISTRY,CHE 1313,61,ST / CHE / 118
13,CHE / 1097,200 / 1st,CHEMISTRY,CHE 1313,40,ST / CHE / 118
13,CHE / 1098,200 / 1st,CHEMISTRY,CHE 1313,68,ST / CHE / 118
13,CHE / 1099,200 / 1st,CHEMISTRY,CHE 1313,96,ST / CHE / 118
13,CHE / 1100,200 / 1st,CHEMISTRY,CHE 1313,53,ST / CHE / 118
14,CHE / 1001,200 / 1st,CHEMISTRY,CHE 1414,44,ST / CHE / 119
14,CHE / 1002,200 / 1st,CHEMISTRY,CHE 1414,93,ST / CHE / 119
14,CHE / 1003,200 / 1st,CHEMISTRY,CHE 1414,80,ST / CHE / 119
14,CHE / 1004,200 / 1st,CHEMISTRY,CHE 1414,55,ST / CHE / 119
14,CHE / 1005,200 / 1st,CHEMISTRY,CHE 1414,53,ST / CHE / 119
14,CHE / 1006,200 / 1st,CHEMISTRY,CHE 1414,41,ST / CHE / 119
14,CHE / 1007,200 / 1st,CHEMISTRY,CHE 1414,56,ST / CHE / 119
14,CHE / 1008,200 / 1st,CHEMISTRY,CHE 1414,43,ST / CHE / 119
14,CHE / 1009,200 / 1st,CHEMISTRY,CHE 1414,66,ST / CHE / 119
14,CHE / 1010,200 / 1st,CHEMISTRY,CHE 1414,88,ST / CHE / 119
14,CHE / 1011,200 / 1st,CHEMISTRY,CHE 1414,66,ST / CHE / 119
14,CHE / 1012,200 / 1st,CHEMISTRY,CHE 1414,93,ST / CHE / 119
14,CHE / 1013,200 / 1st,CHEMISTRY,CHE 1414,30,ST / CHE / 119
14,CHE / 1014,200 / 1st,CHEMISTRY,CHE 1414,46,ST / CHE / 119
14,CHE / 1015,200 / 1st,CHEMISTRY,CHE 1414,65,ST / CHE / 119
14,CHE / 1016,200 / 1st,CHEMISTRY,CHE 1414,63,ST / CHE / 119
14,CHE / 1017,200 / 1st,CHEMISTRY,CHE 1414,69,ST / CHE / 119
14,CHE / 1018,200 / 1st,CHEMISTRY,CHE 1414,83,ST / CHE / 119
14,CHE / 1019,200 / 1st,CHEMISTRY,CHE 1414,72,ST / CHE / 119
14,CHE / 1020,200 / 1st,CHEMISTRY,CHE 1414,92,ST / CHE / 119
14,CHE / 1021,200 / 1st,CHEMISTRY,CHE 1414,64,ST / CHE / 119
14,CHE / 1022,200 / 1st,CHEMISTRY,CHE 1414,53,ST / CHE / 119
14,CHE / 1023,200 / 1st,CHEMISTRY,CHE 1414,45,ST / CHE / 119
14,CHE / 1024,200 / 1st,CHEMISTRY,CHE 1414,72,ST / CHE / 119
14,CHE / 1025,200 / 1st,CHEMISTRY,CHE 1414,42,ST / CHE / 119
14,CHE / 1026,200 / 1st,CHEMISTRY,CHE 1414,84,ST / CHE / 119
14,CHE / 1027,200 / 1st,CHEMISTRY,CHE 1414,83,ST / CHE / 119
14,CHE / 1028,200 / 1st,CHEMISTRY,CHE 1414,89,ST / CHE / 119
14,CHE / 1029,200 / 1st,CHEMISTRY,CHE 1414,93,ST / CHE / 119
14,CHE / 1030,200 / 1st,CHEMISTRY,CHE 1414,67,ST / CHE / 119
14,CHE / 1031,200 / 1st,CHEMISTRY,CHE 1414,69,ST / CHE / 119
14,CHE / 1032,200 / 1st,CHEMISTRY,CHE 1414,59,ST / CHE / 119
14,CHE / 1033,200 / 1st,CHEMISTRY,CHE 1414,45,ST / CHE / 119
14,CHE / 1034,200 / 1st,CHEMISTRY,CHE 1414,44,ST / CHE / 119
14,CHE / 1035,200 / 1st,CHEMISTRY,CHE 1414,93,ST / CHE / 119
14,CHE / 1036,200 / 1st,CHEMISTRY,CHE 1414,91,ST / CHE / 119
14,CHE / 1037,200 / 1st,CHEMISTRY,CHE 1414,50,ST / CHE / 119
14,CHE / 1038,200 / 1st,CHEMISTRY,CHE 1414,77,ST / CHE / 119
14,CHE / 1039,200 / 1st,CHEMISTRY,CHE 1414,46,ST / CHE / 119
14,CHE / 1040,200 / 1st,CHEMISTRY,CHE 1414,45,ST / CHE / 119
14,CHE / 1041,200 / 1st,CHEMISTRY,CHE 1414,68,ST / CHE / 119
14,CHE / 1042,200 / 1st,CHEMISTRY,CHE 1414,42,ST / CHE / 119
14,CHE / 1043,200 / 1st,CHEMISTRY,CHE 1414,61,ST / CHE / 119
14,CHE / 1044,200 / 1st,CHEMISTRY,CHE 1414,53,ST / CHE / 119
14,CHE / 1045,200 / 1st,CHEMISTRY,CHE 1414,66,ST / CHE / 119
14,CHE / 1046,200 / 1st,CHEMISTRY,CHE 1414,74,ST / CHE / 119
14,CHE / 1047,200 / 1st,CHEMISTRY,CHE 1414,43,ST / CHE / 119
14,CHE / 1048,200 / 1st,CHEMISTRY,CHE 1414,75,ST / CHE / 119
14,CHE / 1049,200 / 1st,CHEMISTRY,CHE 1414,68,ST / CHE / 119
14,CHE / 1050,200 / 1st,CHEMISTRY,CHE 1414,57,ST / CHE / 119
14,CHE / 1051,200 / 1st,CHEMISTRY,CHE 1414,54,ST / CHE / 119
14,CHE / 1052,200 / 1st,CHEMISTRY,CHE 1414,74,ST / CHE / 119
14,CHE / 1053,200 / 1st,CHEMISTRY,CHE 1414,65,ST / CHE / 119
14,CHE / 1054,200 / 1st,CHEMISTRY,CHE 1414,56,ST / CHE / 119
14,CHE / 1055,200 / 1st,CHEMISTRY,CHE 1414,42,ST / CHE / 119
14,CHE / 1056,200 / 1st,CHEMISTRY,CHE 1414,57,ST / CHE / 119
14,CHE / 1057,200 / 1st,CHEMISTRY,CHE 1414,54,ST / CHE / 119
14,CHE / 1058,200 / 1st,CHEMISTRY,CHE 1414,69,ST / CHE / 119
14,CHE / 1059,200 / 1st,CHEMISTRY,CHE 1414,59,ST / CHE / 119
14,CHE / 1060,200 / 1st,CHEMISTRY,CHE 1414,57,ST / CHE / 119
14,CHE / 1061,200 / 1st,CHEMISTRY,CHE 1414,41,ST / CHE / 119
14,CHE / 1062,200 / 1st,CHEMISTRY,CHE 1414,80,ST / CHE / 119
14,CHE / 1063,200 / 1st,CHEMISTRY,CHE 1414,69,ST / CHE / 119
14,CHE / 1064,200 / 1st,CHEMISTRY,CHE 1414,49,ST / CHE / 119
14,CHE / 1065,200 / 1st,CHEMISTRY,CHE 1414,68,ST / CHE / 119
14,CHE / 1066,200 / 1st,CHEMISTRY,CHE 1414,89,ST / CHE / 119
14,CHE / 1067,200 / 1st,CHEMISTRY,CHE 1414,69,ST / CHE / 119
14,CHE / 1068,200 / 1st,CHEMISTRY,CHE 1414,41,ST / CHE / 119
14,CHE / 1069,200 / 1st,CHEMISTRY,CHE 1414,40,ST / CHE / 119
14,CHE / 1070,200 / 1st,CHEMISTRY,CHE 1414,51,ST / CHE / 119
14,CHE / 1071,200 / 1st,CHEMISTRY,CHE 1414,78,ST / CHE / 119
14,CHE / 1072,200 / 1st,CHEMISTRY,CHE 1414,54,ST / CHE / 119
14,CHE / 1073,200 / 1st,CHEMISTRY,CHE 1414,32,ST / CHE / 119
14,CHE / 1074,200 / 1st,CHEMISTRY,CHE 1414,45,ST / CHE / 119
14,CHE / 1075,200 / 1st,CHEMISTRY,CHE 1414,57,ST / CHE / 119
14,CHE / 1076,200 / 1st,CHEMISTRY,CHE 1414,41,ST / CHE / 119
14,CHE / 1077,200 / 1st,CHEMISTRY,CHE 1414,61,ST / CHE / 119
14,CHE / 1078,200 / 1st,CHEMISTRY,CHE 1414,65,ST / CHE / 119
14,CHE / 1079,200 / 1st,CHEMISTRY,CHE 1414,40,ST / CHE / 119
14,CHE / 1080,200 / 1st,CHEMISTRY,CHE 1414,68,ST / CHE / 119
14,CHE / 1081,200 / 1st,CHEMISTRY,CHE 1414,20,ST / CHE / 119
14,CHE / 1082,200 / 1st,CHEMISTRY,CHE 1414,54,ST / CHE / 119
14,CHE / 1083,200 / 1st,CHEMISTRY,CHE 1414,82,ST / CHE / 119
14,CHE / 1084,200 / 1st,CHEMISTRY,CHE 1414,87,ST / CHE / 119
14,CHE / 1085,200 / 1st,CHEMISTRY,CHE 1414,41,ST / CHE / 119
14,CHE / 1086,200 / 1st,CHEMISTRY,CHE 1414,68,ST / CHE / 119
14,CHE / 1087,200 / 1st,CHEMISTRY,CHE 1414,69,ST / CHE / 119
14,CHE / 1088,200 / 1st,CHEMISTRY,CHE 1414,88,ST / CHE / 119
14,CHE / 1089,200 / 1st,CHEMISTRY,CHE 1414,40,ST / CHE / 119
14,CHE / 1090,200 / 1st,CHEMISTRY,CHE 1414,47,ST / CHE / 119
14,CHE / 1091,200 / 1st,CHEMISTRY,CHE 1414,68,ST / CHE / 119
14,CHE / 1092,200 / 1st,CHEMISTRY,CHE 1414,74,ST / CHE / 119
14,CHE / 1093,200 / 1st,CHEMISTRY,CHE 1414,44,ST / CHE / 119
14,CHE / 1094,200 / 1st,CHEMISTRY,CHE 1414,43,ST / CHE / 119
14,CHE / 1095,200 / 1st,CHEMISTRY,CHE 1414,80,ST / CHE / 119
14,CHE / 1096,200 / 1st,CHEMISTRY,CHE 1414,73,ST / CHE / 119
14,CHE / 1097,200 / 1st,CHEMISTRY,CHE 1414,55,ST / CHE / 119
14,CHE / 1098,200 / 1st,CHEMISTRY,CHE 1414,21,ST / CHE / 119
14,CHE / 1099,200 / 1st,CHEMISTRY,CHE 1414,90,ST / CHE / 119
14,CHE / 1100,200 / 1st,CHEMISTRY,CHE 1414,44,ST / CHE / 119
15,CHE / 1001,200 / 1st,CHEMISTRY,CHE 1515,89,ST / CHE / 120
15,CHE / 1002,200 / 1st,CHEMISTRY,CHE 1515,64,ST / CHE / 120
15,CHE / 1003,200 / 1st,CHEMISTRY,CHE 1515,65,ST / CHE / 120
15,CHE / 1004,200 / 1st,CHEMISTRY,CHE 1515,83,ST / CHE / 120
15,CHE / 1005,200 / 1st,CHEMISTRY,CHE 1515,68,ST / CHE / 120
15,CHE / 1006,200 / 1st,CHEMISTRY,CHE 1515,46,ST / CHE / 120
15,CHE / 1007,200 / 1st,CHEMISTRY,CHE 1515,67,ST / CHE / 120
15,CHE / 1008,200 / 1st,CHEMISTRY,CHE 1515,45,ST / CHE / 120
15,CHE / 1009,200 / 1st,CHEMISTRY,CHE 1515,55,ST / CHE / 120
15,CHE / 1010,200 / 1st,CHEMISTRY,CHE 1515,94,ST / CHE / 120
15,CHE / 1011,200 / 1st,CHEMISTRY,CHE 1515,47,ST / CHE / 120
15,CHE / 1012,200 / 1st,CHEMISTRY,CHE 1515,74,ST / CHE / 120
15,CHE / 1013,200 / 1st,CHEMISTRY,CHE 1515,64,ST / CHE / 120
15,CHE / 1014,200 / 1st,CHEMISTRY,CHE 1515,55,ST / CHE / 120
15,CHE / 1015,200 / 1st,CHEMISTRY,CHE 1515,67,ST / CHE / 120
15,CHE / 1016,200 / 1st,CHEMISTRY,CHE 1515,34,ST / CHE / 120
15,CHE / 1017,200 / 1st,CHEMISTRY,CHE 1515,40,ST / CHE / 120
15,CHE / 1018,200 / 1st,CHEMISTRY,CHE 1515,58,ST / CHE / 120
15,CHE / 1019,200 / 1st,CHEMISTRY,CHE 1515,61,ST / CHE / 120
15,CHE / 1020,200 / 1st,CHEMISTRY,CHE 1515,44,ST / CHE / 120
15,CHE / 1021,200 / 1st,CHEMISTRY,CHE 1515,69,ST / CHE / 120
15,CHE / 1022,200 / 1st,CHEMISTRY,CHE 1515,82,ST / CHE / 120
15,CHE / 1023,200 / 1st,CHEMISTRY,CHE 1515,65,ST / CHE / 120
15,CHE / 1024,200 / 1st,CHEMISTRY,CHE 1515,52,ST / CHE / 120
15,CHE / 1025,200 / 1st,CHEMISTRY,CHE 1515,71,ST / CHE / 120
15,CHE / 1026,200 / 1st,CHEMISTRY,CHE 1515,92,ST / CHE / 120
15,CHE / 1027,200 / 1st,CHEMISTRY,CHE 1515,86,ST / CHE / 120
15,CHE / 1028,200 / 1st,CHEMISTRY,CHE 1515,54,ST / CHE / 120
15,CHE / 1029,200 / 1st,CHEMISTRY,CHE 1515,48,ST / CHE / 120
15,CHE / 1030,200 / 1st,CHEMISTRY,CHE 1515,95,ST / CHE / 120
15,CHE / 1031,200 / 1st,CHEMISTRY,CHE 1515,47,ST / CHE / 120
15,CHE / 1032,200 / 1st,CHEMISTRY,CHE 1515,42,ST / CHE / 120
15,CHE / 1033,200 / 1st,CHEMISTRY,CHE 1515,58,ST / CHE / 120
15,CHE / 1034,200 / 1st,CHEMISTRY,CHE 1515,92,ST / CHE / 120
15,CHE / 1035,200 / 1st,CHEMISTRY,CHE 1515,80,ST / CHE / 120
15,CHE / 1036,200 / 1st,CHEMISTRY,CHE 1515,52,ST / CHE / 120
15,CHE / 1037,200 / 1st,CHEMISTRY,CHE 1515,61,ST / CHE / 120
15,CHE / 1038,200 / 1st,CHEMISTRY,CHE 1515,72,ST / CHE / 120
15,CHE / 1039,200 / 1st,CHEMISTRY,CHE 1515,51,ST / CHE / 120
15,CHE / 1040,200 / 1st,CHEMISTRY,CHE 1515,55,ST / CHE / 120
15,CHE / 1041,200 / 1st,CHEMISTRY,CHE 1515,42,ST / CHE / 120
15,CHE / 1042,200 / 1st,CHEMISTRY,CHE 1515,66,ST / CHE / 120
15,CHE / 1043,200 / 1st,CHEMISTRY,CHE 1515,35,ST / CHE / 120
15,CHE / 1044,200 / 1st,CHEMISTRY,CHE 1515,49,ST / CHE / 120
15,CHE / 1045,200 / 1st,CHEMISTRY,CHE 1515,90,ST / CHE / 120
15,CHE / 1046,200 / 1st,CHEMISTRY,CHE 1515,46,ST / CHE / 120
15,CHE / 1047,200 / 1st,CHEMISTRY,CHE 1515,68,ST / CHE / 120
15,CHE / 1048,200 / 1st,CHEMISTRY,CHE 1515,28,ST / CHE / 120
15,CHE / 1049,200 / 1st,CHEMISTRY,CHE 1515,77,ST / CHE / 120
15,CHE / 1050,200 / 1st,CHEMISTRY,CHE 1515,54,ST / CHE / 120
15,CHE / 1051,200 / 1st,CHEMISTRY,CHE 1515,74,ST / CHE / 120
15,CHE / 1052,200 / 1st,CHEMISTRY,CHE 1515,72,ST / CHE / 120
15,CHE / 1053,200 / 1st,CHEMISTRY,CHE 1515,64,ST / CHE / 120
15,CHE / 1054,200 / 1st,CHEMISTRY,CHE 1515,42,ST / CHE / 120
15,CHE / 1055,200 / 1st,CHEMISTRY,CHE 1515,45,ST / CHE / 120
15,CHE / 1056,200 / 1st,CHEMISTRY,CHE 1515,50,ST / CHE / 120
15,CHE / 1057,200 / 1st,CHEMISTRY,CHE 1515,68,ST / CHE / 120
15,CHE / 1058,200 / 1st,CHEMISTRY,CHE 1515,85,ST / CHE / 120
15,CHE / 1059,200 / 1st,CHEMISTRY,CHE 1515,93,ST / CHE / 120
15,CHE / 1060,200 / 1st,CHEMISTRY,CHE 1515,89,ST / CHE / 120
15,CHE / 1061,200 / 1st,CHEMISTRY,CHE 1515,55,ST / CHE / 120
15,CHE / 1062,200 / 1st,CHEMISTRY,CHE 1515,28,ST / CHE / 120
15,CHE / 1063,200 / 1st,CHEMISTRY,CHE 1515,56,ST / CHE / 120
15,CHE / 1064,200 / 1st,CHEMISTRY,CHE 1515,42,ST / CHE / 120
15,CHE / 1065,200 / 1st,CHEMISTRY,CHE 1515,77,ST / CHE / 120
15,CHE / 1066,200 / 1st,CHEMISTRY,CHE 1515,92,ST / CHE / 120
15,CHE / 1067,200 / 1st,CHEMISTRY,CHE 1515,94,ST / CHE / 120
15,CHE / 1068,200 / 1st,CHEMISTRY,CHE 1515,50,ST / CHE / 120
15,CHE / 1069,200 / 1st,CHEMISTRY,CHE 1515,67,ST / CHE / 120
15,CHE / 1070,200 / 1st,CHEMISTRY,CHE 1515,48,ST / CHE / 120
15,CHE / 1071,200 / 1st,CHEMISTRY,CHE 1515,86,ST / CHE / 120
15,CHE / 1072,200 / 1st,CHEMISTRY,CHE 1515,52,ST / CHE / 120
15,CHE / 1073,200 / 1st,CHEMISTRY,CHE 1515,48,ST / CHE / 120
15,CHE / 1074,200 / 1st,CHEMISTRY,CHE 1515,68,ST / CHE / 120
15,CHE / 1075,200 / 1st,CHEMISTRY,CHE 1515,48,ST / CHE / 120
15,CHE / 1076,200 / 1st,CHEMISTRY,CHE 1515,82,ST / CHE / 120
15,CHE / 1077,200 / 1st,CHEMISTRY,CHE 1515,74,ST / CHE / 120
15,CHE / 1078,200 / 1st,CHEMISTRY,CHE 1515,79,ST / CHE / 120
15,CHE / 1079,200 / 1st,CHEMISTRY,CHE 1515,45,ST / CHE / 120
15,CHE / 1080,200 / 1st,CHEMISTRY,CHE 1515,43,ST / CHE / 120
15,CHE / 1081,200 / 1st,CHEMISTRY,CHE 1515,62,ST / CHE / 120
15,CHE / 1082,200 / 1st,CHEMISTRY,CHE 1515,62,ST / CHE / 120
15,CHE / 1083,200 / 1st,CHEMISTRY,CHE 1515,68,ST / CHE / 120
15,CHE / 1084,200 / 1st,CHEMISTRY,CHE 1515,61,ST / CHE / 120
15,CHE / 1085,200 / 1st,CHEMISTRY,CHE 1515,40,ST / CHE / 120
15,CHE / 1086,200 / 1st,CHEMISTRY,CHE 1515,43,ST / CHE / 120
15,CHE / 1087,200 / 1st,CHEMISTRY,CHE 1515,61,ST / CHE / 120
15,CHE / 1088,200 / 1st,CHEMISTRY,CHE 1515,43,ST / CHE / 120
15,CHE / 1089,200 / 1st,CHEMISTRY,CHE 1515,45,ST / CHE / 120
15,CHE / 1090,200 / 1st,CHEMISTRY,CHE 1515,27,ST / CHE / 120
15,CHE / 1091,200 / 1st,CHEMISTRY,CHE 1515,44,ST / CHE / 120
15,CHE / 1092,200 / 1st,CHEMISTRY,CHE 1515,56,ST / CHE / 120
15,CHE / 1093,200 / 1st,CHEMISTRY,CHE 1515,45,ST / CHE / 120
15,CHE / 1094,200 / 1st,CHEMISTRY,CHE 1515,78,ST / CHE / 120
15,CHE / 1095,200 / 1st,CHEMISTRY,CHE 1515,86,ST / CHE / 120
